Order ID,Order Date,Ship Date,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Order Month
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,4.72,2,0.2,1.652,0.35,2014-08-01
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,23.976,3,0.2,7.4925,0.3125,2014-08-01
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,130.464,6,0.2,44.0316,0.33749999999999997,2014-08-01
US-2015-136476,2015-04-05,2015-04-10,GG-14650,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,157.794,1,0.7,-115.7156,-0.7333333333333333,2015-04-01
US-2014-152030,2014-12-26,2014-12-28,AD-10180,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,600.558,3,0.3,-8.5794,-0.014285714285714285,2014-12-01
US-2014-134614,2014-09-20,2014-09-25,PF-19165,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,617.7,6,0.5,-407.682,-0.66,2014-09-01
US-2017-107272,2017-11-05,2017-11-12,TS-21610,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,2.388,2,0.7,-1.8308,-0.7666666666666667,2017-11-01
US-2017-107272,2017-11-05,2017-11-12,TS-21610,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,243.992,7,0.2,30.499,0.125,2017-11-01
US-2016-125969,2016-11-06,2016-11-10,LS-16975,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,81.424,2,0.2,-9.1602,-0.11249999999999999,2016-11-01
US-2017-164147,2017-02-02,2017-02-05,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,59.97,5,0.4,-11.994,-0.2,2017-02-01
US-2017-164147,2017-02-02,2017-02-05,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Xerox 1916,Office Supplies,Paper,78.304,2,0.2,29.364,0.375,2017-02-01
US-2017-164147,2017-02-02,2017-02-05,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Staples,Office Supplies,Fasteners,21.456,9,0.2,6.9732,0.325,2017-02-01
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,Binders,76.176,3,0.2,26.6616,0.35,2016-10-01
CA-2016-110366,2016-09-05,2016-09-07,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,82.8,2,0.2,10.35,0.125,2016-09-01
CA-2014-110072,2014-10-22,2014-10-28,MG-17680,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,93.888,4,0.2,12.9096,0.13749999999999998,2014-10-01
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,157.92,5,0.2,17.766,0.1125,2016-03-01
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,203.184,2,0.2,15.2388,0.075,2016-03-01
CA-2014-104269,2014-03-01,2014-03-06,DB-13060,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,457.568,2,0.2,51.4764,0.1125,2014-03-01
CA-2015-119697,2015-12-28,2015-12-31,EM-13960,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,54.384,2,0.2,1.3596,0.024999999999999998,2015-12-01
CA-2016-113817,2016-11-07,2016-11-11,MJ-17740,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,27.68,2,0.2,9.688,0.35000000000000003,2016-11-01
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art,9.936,3,0.2,2.7324,0.275,2014-09-01
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,8159.952,8,0.4,-1359.992,-0.16666666666666666,2014-09-01
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,275.928,3,0.2,-58.6347,-0.21250000000000002,2014-09-01
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,1740.06,9,0.3,-24.858,-0.014285714285714287,2014-09-01
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,Art,32.064,6,0.2,6.8136,0.2125,2014-09-01
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,177.98,5,0.8,-453.849,-2.5500000000000003,2014-09-01
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,143.976,3,0.2,8.9985,0.0625,2014-09-01
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,340.144,7,0.2,21.259,0.0625,2014-08-01
US-2014-100853,2014-09-14,2014-09-19,JB-15400,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,52.448,2,0.8,-131.12,-2.5,2014-09-01
US-2014-100853,2014-09-14,2014-09-19,JB-15400,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Avery 51,Office Supplies,Labels,20.16,4,0.2,6.552,0.32499999999999996,2014-09-01
US-2017-152366,2017-04-21,2017-04-25,SJ-20500,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,97.264,4,0.8,-243.16,-2.5,2017-04-01
US-2015-101511,2015-11-21,2015-11-23,JE-15745,Consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,396.802,7,0.3,-11.3372,-0.028571428571428567,2015-11-01
US-2015-101511,2015-11-21,2015-11-23,JE-15745,Consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,15.88,5,0.2,-3.7715,-0.2375,2015-11-01
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,24.816,2,0.2,1.8612,0.075,2014-12-01
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,408.744,7,0.2,76.6395,0.18749999999999997,2014-12-01
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,37.224,3,0.2,3.7224,0.1,2016-07-01
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,20.016,3,0.2,6.255,0.3125,2016-07-01
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,899.136,4,0.2,112.392,0.125,2015-10-01
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,626.352,3,0.2,46.9764,0.075,2015-10-01
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,7.408,2,0.2,1.2038,0.16249999999999998,2014-03-01
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,6.048,3,0.2,1.5876,0.26249999999999996,2014-03-01
US-2017-124303,2017-07-06,2017-07-13,FH-14365,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,2.946,2,0.7,-2.2586,-0.7666666666666666,2017-07-01
US-2017-124303,2017-07-06,2017-07-13,FH-14365,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,16.056,3,0.2,5.8203,0.36249999999999993,2017-07-01
CA-2017-105074,2017-06-24,2017-06-29,MB-17305,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,21.744,3,0.2,6.795,0.3125,2017-06-01
CA-2014-133690,2014-08-03,2014-08-05,BS-11755,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,218.75,2,0.5,-161.875,-0.74,2014-08-01
CA-2014-133690,2014-08-03,2014-08-05,BS-11755,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,2.6,1,0.2,0.2925,0.11249999999999999,2014-08-01
US-2017-116701,2017-12-17,2017-12-21,LC-17140,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,66.284,2,0.8,-178.9668,-2.6999999999999997,2017-12-01
